harm	voice4	voice3	voice2	voice1	beat	meter	onset_strength	beat_strength	LABEL	similarity
Nb	2G\	8d\L]	4.b-\	8aa\	1	M2/4	2.0	strong beat	1.0	0.5714285714285714
Nb	2G\	8e-\J	4.b-\	4gg\	1.5	M2/4	2.0	off beat	0.0	1.0
Nb	2G\	[4e-\	4.b-\	4gg\	2	M2/4	0.0	weak beat	0.0	1.0
Nb	2G\	[4e-\	24b-\LL	8bb-\	2.5	M2/4	1.0	off beat	0.0	1.0
Nb	2G\	[4e-\	24ee-\	8bb-\	2.66667	M2/4	1.0	off beat	0.0	0.8571428571428571
Nb	2G\	[4e-\	24dd\JJ	8bb-\	2.83333	M2/4	1.0	off beat	0.0	0.5
viioD7b/iv	2A\	8e-\L]	4.cc\	16bb-\LL	1	M2/4	2.0	strong beat	1.0	0.8571428571428571
viioD7b/iv	2A\	8e-\L]	4.cc\	16aa\JJ	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
viioD7b/iv	2A\	8f#\J	4.cc\	4aa\	1.5	M2/4	1.0	off beat	0.0	1.0
viioD7b/iv	2A\	[4f#\	4.cc\	4aa\	2	M2/4	0.0	weak beat	0.0	0.8571428571428571
viioD7b/iv	2A\	[4f#\	16ee-\LL	[8ccc\	2.5	M2/4	2.0	off beat	0.0	0.75
viioD7b/iv	2A\	[4f#\	16dd\JJ	[8ccc\	2.75	M2/4	1.0	off beat	0.0	0.75
ivb	[2B-\	8f#\L]	[2dd\	8ccc\]	1	M2/4	1.0	strong beat	1.0	0.5714285714285714
ivb	[2B-\	8g\J	[2dd\	4bb-\	1.5	M2/4	2.0	off beat	0.0	1.0
ivb	[2B-\	[4g\	[2dd\	4bb-\	2	M2/4	0.0	weak beat	0.0	1.0
ivb	[2B-\	[4g\	[2dd\	32bb-\LLL	2.5	M2/4	0.0	off beat	0.0	0.8571428571428571
ivb	[2B-\	[4g\	[2dd\	32ccc\	2.625	M2/4	1.0	off beat	0.0	0.8571428571428571
ivb	[2B-\	[4g\	[2dd\	32bb-\	2.75	M2/4	1.0	off beat	0.0	0.8571428571428571
ivb	[2B-\	[4g\	[2dd\	32ccc\JJJ	2.875	M2/4	1.0	off beat	0.0	0.8571428571428571
Gn	2B-\]	8g\L]	8dd\L]	[2ddd\	1	M2/4	1.0	strong beat	1.0	0.6666666666666666
Gn	2B-\]	8g#'\J	32dd\LL	[2ddd\	1.5	M2/4	1.0	off beat	0.0	0.8571428571428571
Gn	2B-\]	8g#'\J	32ee\	[2ddd\	1.625	M2/4	1.0	off beat	0.0	0.8571428571428571
Gn	2B-\]	8g#'\J	32dd\	[2ddd\	1.75	M2/4	1.0	off beat	0.0	0.8571428571428571
Gn	2B-\]	8g#'\J	32ee\JJJ	[2ddd\	1.875	M2/4	1.0	off beat	0.0	0.75
Gn	2B-\]	8g#'\L	8ff'\L	[2ddd\	2	M2/4	1.0	weak beat	0.0	1.0
Gn	2B-\]	8g#'\J	[8ff\J	[2ddd\	2.5	M2/4	0.0	off beat	0.0	0.5714285714285714
ic	4A\	4a\	8ff\]	8ddd\]	1	M2/4	2.0	strong beat	1.0	1.0
ic	4A\	4a\	4dd\	4ff\	1.5	M2/4	1.0	off beat	0.0	1.0
V7	4AA/	4A/	4dd\	4ff\	2	M2/4	1.0	weak beat	1.0	0.3333333333333333
V7	4AA/	4A/	16.ee\LL	16.gg\LL	2.5	M2/4	2.0	off beat	0.0	0.6666666666666666
V7	4AA/	4A/	32cc#\JJk	32ee\JJk	2.875	M2/4	1.0	off beat	0.0	0.0
i	8D/L	4d\	4dd\	4dd\	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
i	8AA/J	4d\	4dd\	4dd\	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
i	8DD'/	8r	8r	8r	2	M2/4	1.0	weak beat	0.0	0.0
V	8r	8r	8a/	8r	2.5	M2/4	1.0	off beat	1.0	0.0
i	8r	8r	16cc#\LL	2r	1	M2/4	1.0	strong beat	1.0	0.0
i	8r	8r	16dd'\JJ	2r	1.25	M2/4	1.0	off beat	0.0	0.0
ib	8F'\	16r	16r	2r	1.5	M2/4	1.0	off beat	1.0	0.6666666666666666
ib	8F'\	16a'\	16aa'\	2r	1.75	M2/4	2.0	off beat	0.0	0.0
viiob	8E'\L	16r	16r	2r	2	M2/4	1.0	weak beat	1.0	0.5
viiob	8E'\L	16cc#'\	16gg'\	2r	2.25	M2/4	2.0	off beat	0.0	0.0
i	8D'\J	16r	16r	2r	2.5	M2/4	1.0	off beat	1.0	0.6666666666666666
i	8D'\J	16dd'\	16ff'\	2r	2.75	M2/4	2.0	off beat	0.0	0.0
viioD7c	8G\L	8b-\L	16ee\LL	4r	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
viioD7c	8G\L	8b-\L	16cc#\	4r	1.25	M2/4	1.0	off beat	0.0	0.0
ib	8F\J	8a\J	16dd\	4r	1.5	M2/4	3.0	off beat	1.0	0.8
ib	8F\J	8a\J	16a\JJ	4r	1.75	M2/4	0.0	off beat	0.0	0.0
ib	8r	8r	16b-/LL	8r	2	M2/4	1.0	weak beat	0.0	0.0
ib	8r	8r	32a/L	8r	2.25	M2/4	1.0	off beat	0.0	0.0
ib	8r	8r	32g/	8r	2.375	M2/4	1.0	off beat	0.0	0.4
viioD7c	8G\	8B-/	32f/	8e/	2.5	M2/4	4.0	off beat	1.0	0.8571428571428571
viioD7c	8G\	8B-/	32e/	8e/	2.625	M2/4	0.0	off beat	0.0	0.8571428571428571
viioD7c	8G\	8B-/	32d/	8e/	2.75	M2/4	1.0	off beat	0.0	0.75
viioD7c	8G\	8B-/	32c#/JJJ	8e/	2.875	M2/4	1.0	off beat	0.0	0.0
ib	8F\L	8A'/	16d'/LL	8a'/L	1	M2/4	4.0	strong beat	1.0	0.6666666666666666
ib	8F\L	8A'/	16cc#/	8a'/L	1.25	M2/4	1.0	off beat	0.0	0.0
VI	8B-'\J	16r	16dd/	8d'/J	1.5	M2/4	3.0	off beat	1.0	1.0
VI	8B-'\J	16d'\	16d'/JJ	8d'/J	1.75	M2/4	0.0	off beat	0.0	0.5
iiom7b	8G'\L	16r	16r	8b-'/L	2	M2/4	2.0	weak beat	1.0	0.6666666666666666
iiom7b	8G'\L	16d'\	16e'/	8b-'/L	2.25	M2/4	2.0	off beat	0.0	0.0
V7	8A'\J	16r	16r	8A'/J	2.5	M2/4	1.0	off beat	1.0	0.5
V7	8A'\J	16c#'\	16g'/	8A'/J	2.75	M2/4	2.0	off beat	0.0	0.4
i	8r	16D/LL	32g/LLL	4d/	1	M2/4	2.0	strong beat	1.0	0.5
i	8r	16D/LL	32f/	4d/	1.125	M2/4	1.0	off beat	0.0	0.5
i	8r	32E/L	32e/	4d/	1.25	M2/4	2.0	off beat	0.0	0.5
i	8r	32F/	32d/JJ	4d/	1.375	M2/4	1.0	off beat	0.0	0.5
i	8D\	32G/	8d'/J	4d/	1.5	M2/4	2.0	off beat	0.0	0.5
i	8D\	32A/	8d'/J	4d/	1.625	M2/4	1.0	off beat	0.0	0.5
i	8D\	32Bn/	8d'/J	4d/	1.75	M2/4	1.0	off beat	0.0	0.5
i	8D\	32c#/JJJ	8d'/J	4d/	1.875	M2/4	1.0	off beat	0.0	0.6666666666666666
i	8DD'/	4d'\	8r	4r	2	M2/4	1.0	weak beat	0.0	0.6666666666666666
i	8r	4d'\	8a/	4r	2.5	M2/4	1.0	off beat	0.0	0.0
i	8r	8r	16cc#\LL	8r	1	M2/4	1.0	strong beat	0.0	0.0
i	8r	8r	16dd'\JJ	8r	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
ib	8F'\	16r	16r	8d'/	1.5	M2/4	2.0	off beat	1.0	0.8
ib	8F'\	16a'\	16aa'\	8d'/	1.75	M2/4	2.0	off beat	0.0	0.0
viiob	8E'\L	16r	16r	8e'/L	2	M2/4	2.0	weak beat	1.0	0.5
viiob	8E'\L	16cc#'\	16gg'\	8e'/L	2.25	M2/4	2.0	off beat	0.0	0.0
i	8D'\J	16r	16r	8f'/J	2.5	M2/4	2.0	off beat	1.0	1.0
i	8D'\J	16dd'\	16ff'\	8f'/J	2.75	M2/4	2.0	off beat	0.0	0.6666666666666666
iv7	4G\	32dd\LLL	[4bb-'\	8f'/L	1	M2/4	2.0	strong beat	1.0	0.75
iv7	4G\	32cc\	[4bb-'\	8f'/L	1.125	M2/4	1.0	off beat	0.0	0.8571428571428571
iv7	4G\	32b-\	[4bb-'\	8f'/L	1.25	M2/4	1.0	off beat	0.0	0.8571428571428571
iv7	4G\	32a\	[4bb-'\	8f'/L	1.375	M2/4	1.0	off beat	0.0	0.5714285714285714
iv7	4G\	32b-\	[4bb-'\	8d'/J	1.5	M2/4	2.0	off beat	0.0	0.8571428571428571
iv7	4G\	32a\	[4bb-'\	8d'/J	1.625	M2/4	1.0	off beat	0.0	0.8571428571428571
iv7	4G\	32g\	[4bb-'\	8d'/J	1.75	M2/4	1.0	off beat	0.0	0.8571428571428571
iv7	4G\	32f\JJJ	[4bb-'\	8d'/J	1.875	M2/4	1.0	off beat	0.0	0.5
VII	8c\L	4e\	32bb-\LLL]	8G'/L	2	M2/4	2.0	weak beat	1.0	0.75
VII	8c\L	4e\	32aa\	8G'/L	2.125	M2/4	1.0	off beat	0.0	0.8571428571428571
VII	8c\L	4e\	32gg\	8G'/L	2.25	M2/4	1.0	off beat	0.0	0.8571428571428571
VII	8c\L	4e\	32ff\	8G'/L	2.375	M2/4	1.0	off beat	0.0	0.8571428571428571
VII	8C\J	4e\	32ee\	8g'/J	2.5	M2/4	3.0	off beat	0.0	0.8571428571428571
VII	8C\J	4e\	32dd\	8g'/J	2.625	M2/4	1.0	off beat	0.0	0.8571428571428571
VII	8C\J	4e\	32cc\	8g'/J	2.75	M2/4	1.0	off beat	0.0	0.8571428571428571
VII	8C\J	4e\	32b-\JJJ	8g'/J	2.875	M2/4	1.0	off beat	0.0	0.0
III	8F\L	16f\LL	16a\LL	4a/	1	M2/4	3.0	strong beat	1.0	1.0
III	8F\L	16a'\JJ	16ff'\JJ	4a/	1.25	M2/4	1.0	off beat	0.0	0.5
VIm7	8BB-'\J	16r	16r	4a/	1.5	M2/4	1.0	off beat	1.0	0.8
VIm7	8BB-'\J	32b-\LLL	32dd\LLL	4a/	1.75	M2/4	2.0	off beat	0.0	0.6666666666666666
VIm7	8BB-'\J	32g\JJJ	32b-\JJJ	4a/	1.875	M2/4	1.0	off beat	0.0	0.0
IIIc	8C'/L	16r	16r	4r	2	M2/4	1.0	weak beat	1.0	0.5
IIIc	8C'/L	16f'\	16a'/	4r	2.25	M2/4	2.0	off beat	0.0	0.5
V7/III	8C'/J	16r	16r	4r	2.5	M2/4	0.0	off beat	1.0	0.5
V7/III	8C'/J	32g\LLL	32b-/LLL	4r	2.75	M2/4	2.0	off beat	0.0	0.6666666666666666
V7/III	8C'/J	32e\JJJ	32g/JJJ	4r	2.875	M2/4	1.0	off beat	0.0	0.6666666666666666
III	8FF/L	4e\	4g/	4r	1	M2/4	1.0	strong beat	1.0	1.0
III	8F/J	4e\	4g/	4r	1.5	M2/4	1.0	off beat	0.0	0.5
III	8FF'/	8f'\	8f/	8r	2	M2/4	2.0	weak beat	0.0	0.0
III	8r	8r	8a/	8r	3	M2/4	1.0	off beat	0.0	0.0
III	8r	8r	16cc\LL	2r	1	M2/4	1.0	strong beat	0.0	0.0
III	8r	8r	16a'\JJ	2r	1.25	M2/4	1.0	off beat	0.0	0.0
viio/iv	8F#'\	16r	16r	2r	1.5	M2/4	1.0	off beat	1.0	0.5
viio/iv	8F#'\	16cc'\	16aa'\	2r	1.75	M2/4	2.0	off beat	0.0	0.0
iv	8G'\L	16r	16r	2r	2	M2/4	1.0	weak beat	1.0	0.6666666666666666
iv	8G'\L	16b-'\	16bb-'\	2r	2.25	M2/4	2.0	off beat	0.0	0.0
viioD7b/iv	8A'\J	16r	16r	2r	2.5	M2/4	1.0	off beat	1.0	0.5
viioD7b/iv	8A'\J	16ee-'\	16ff#'\	2r	2.75	M2/4	2.0	off beat	0.0	0.0
ivb	4B-'\	8dd'\	32gg\LLL	2r	1	M2/4	3.0	strong beat	1.0	0.8
ivb	4B-'\	8dd'\	32dd\	2r	1.125	M2/4	0.0	off beat	0.0	0.8
ivb	4B-'\	8dd'\	32ee\	2r	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb	4B-'\	8dd'\	32ff#\	2r	1.375	M2/4	1.0	off beat	0.0	0.4
ivb	4B-'\	8r	32gg\	2r	1.5	M2/4	1.0	off beat	0.0	0.5
ivb	4B-'\	8r	32aa\	2r	1.625	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb	4B-'\	8r	32bb-\	2r	1.75	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb	4B-'\	8r	32ccc\JJJ	2r	1.875	M2/4	1.0	off beat	0.0	0.5
ivb[VI]	4BB-'/	16d\LL	[4ddd\	2r	2	M2/4	3.0	weak beat	1.0	0.8
ivb[VI]	4BB-'/	32e\L	[4ddd\	2r	2.25	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb[VI]	4BB-'/	32f#\	[4ddd\	2r	2.375	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb[VI]	4BB-'/	32g\	[4ddd\	2r	2.5	M2/4	1.0	off beat	0.0	0.6666666666666666
ivb[VI]	4BB-'/	32a\	[4ddd\	2r	2.625	M2/4	1.0	off beat	0.0	0.8
ivb[VI]	4BB-'/	32b-\	[4ddd\	2r	2.75	M2/4	1.0	off beat	0.0	0.8
ivb[VI]	4BB-'/	32cc\JJJ	[4ddd\	2r	2.875	M2/4	1.0	off beat	0.0	0.6666666666666666
VI	2B-\	32dd\LLL	4ddd\_	[2f/	1	M2/4	3.0	strong beat	1.0	0.8571428571428571
VI	2B-\	32cc#\	4ddd\_	[2f/	1.125	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32dd\	4ddd\_	[2f/	1.25	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32cc#\	4ddd\_	[2f/	1.375	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32dd\	4ddd\_	[2f/	1.5	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32ccn\	4ddd\_	[2f/	1.625	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32b-\	4ddd\_	[2f/	1.75	M2/4	1.0	off beat	0.0	0.8571428571428571
VI	2B-\	32a\JJJ	4ddd\_	[2f/	1.875	M2/4	1.0	off beat	0.0	0.75
Gn	2B-\	4g#\	16ddd\LL]	[2f/	2	M2/4	1.0	weak beat	1.0	0.8571428571428571
Gn	2B-\	4g#\	16ff\	[2f/	2.25	M2/4	1.0	off beat	0.0	0.8571428571428571
Gn	2B-\	4g#\	16ee\	[2f/	2.5	M2/4	1.0	off beat	0.0	0.75
Gn	2B-\	4g#\	16dd\JJ	[2f/	2.75	M2/4	1.0	off beat	0.0	0.5714285714285714
ic	4.A\	4a\	4dd\	4f/]	1	M2/4	2.0	strong beat	1.0	0.3333333333333333
V	4.A\	4r	8cc#'\	8e'/	2	M2/4	2.0	weak beat	1.0	0.0
Vb/iv	8F#\	4r	16r	8r	2.5	M2/4	1.0	off beat	1.0	0.6666666666666666
Vb/iv	8F#\	4r	16a'/	8r	2.75	M2/4	1.0	off beat	0.0	0.0
iv	8G'/L	8r	16cc\LL	2r	1	M2/4	2.0	strong beat	1.0	0.5
iv	8G'/L	8r	16b-'\JJ	2r	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	8GG'/J	16r	8r	2r	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	8GG'/J	16d'\	8r	2r	1.75	M2/4	1.0	off beat	0.0	0.0
Nb	8r	16f\LL	8.r	2r	2	M2/4	1.0	weak beat	1.0	0.0
Nb	8r	16e-'\JJ	8.r	2r	2.25	M2/4	1.0	off beat	0.0	0.0
Nb	8G\	8r	8.r	2r	2.5	M2/4	1.0	off beat	0.0	0.6666666666666666
Nb	8G\	8r	16b-'\	2r	2.75	M2/4	1.0	off beat	0.0	0.0
viioD7b/iv	8A'\L	8r	16dd\LL	2r	1	M2/4	2.0	strong beat	1.0	0.5
viioD7b/iv	8A'\L	8r	16cc'\JJ	2r	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
viioD7b/iv	8AA\J	16r	8r	2r	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
viioD7b/iv	8AA\J	16e-'\	8r	2r	1.75	M2/4	1.0	off beat	0.0	0.0
viioD7b/iv	8r	16g\LL	8.r	2r	2	M2/4	1.0	weak beat	0.0	0.0
viioD7b/iv	8r	16f#'\JJ	8.r	2r	2.25	M2/4	1.0	off beat	0.0	0.0
viioD7b/iv	8A\	8r	8.r	2r	2.5	M2/4	1.0	off beat	0.0	0.6666666666666666
viioD7b/iv	8A\	8r	16cc'\	2r	2.75	M2/4	1.0	off beat	0.0	0.0
iv	8B-'\L	8r	16ee-\LL	2r	1	M2/4	2.0	strong beat	1.0	0.5
iv	8B-'\L	8r	16dd'\JJ	2r	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	8BB-\J	16r	8r	2r	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	8BB-\J	16f#'\	8r	2r	1.75	M2/4	1.0	off beat	0.0	0.0
iv	8r	16a\LL	8.r	2r	2	M2/4	1.0	weak beat	0.0	0.0
iv	8r	16g'\JJ	8.r	2r	2.25	M2/4	1.0	off beat	0.0	0.0
iv	8B-\	8r	8.r	2r	2.5	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	8B-\	8r	16dd'\	2r	2.75	M2/4	1.0	off beat	0.0	0.5
iv	8BB-'/	4r	16gg\LL	4r	1	M2/4	2.0	strong beat	0.0	0.5
iv	8BB-'/	4r	16ff\	4r	1.25	M2/4	1.0	off beat	0.0	0.0
iv	8r	4r	16ee\	4r	1.5	M2/4	1.0	off beat	0.0	0.0
iv	8r	4r	16dd\JJ	4r	1.75	M2/4	1.0	off beat	0.0	0.0
viioD7b/V	8B-'\L	16r	16r	8g#'/L	2	M2/4	2.0	weak beat	1.0	0.6666666666666666
viioD7b/V	8B-'\L	16f'\	16dd'\	8g#'/L	2.25	M2/4	2.0	off beat	0.0	0.6666666666666666
viioD7b/V	8B-'\J	16r	16r	8g#'/J	2.5	M2/4	0.0	off beat	0.0	0.6666666666666666
viioD7b/V	8B-'\J	16f'\	16dd'\	8g#'/J	2.75	M2/4	2.0	off beat	0.0	0.5714285714285714
ic	4A\	16dd\LL	16ff\LL	4a'/	1	M2/4	3.0	strong beat	1.0	1.0
ic	4A\	16d\	16f\	4a'/	1.25	M2/4	2.0	off beat	0.0	1.0
ic	4A\	16d'\	16f'\	4a'/	1.5	M2/4	0.0	off beat	0.0	1.0
ic	4A\	16d'\JJ	16f'\JJ	4a'/	1.75	M2/4	0.0	off beat	0.0	0.8
ic	4AA/	16f\LL	16a/LL	4r	2	M2/4	1.0	weak beat	0.0	0.4
ic	4AA/	16e\	16g/	4r	2.25	M2/4	2.0	off beat	0.0	0.3333333333333333
ic	4AA/	16d\	16f/	4r	2.5	M2/4	2.0	off beat	0.0	0.3333333333333333
ic	4AA/	16c#\JJ	16e/JJ	4r	2.75	M2/4	2.0	off beat	0.0	0.6666666666666666
V	8D/L	4c#\	4e/	4r	1	M2/4	1.0	strong beat	1.0	0.6666666666666666
V	8AA/J	4c#\	4e/	4r	1.5	M2/4	1.0	off beat	0.0	0.0
i	8DD'/	8d'\	8d/	8r	2	M2/4	2.0	weak beat	1.0	0.0
V	8A\	8r	8r	8r	2.5	M2/4	1.0	off beat	1.0	0.0
i	4d\	8r	8r	8r	1	M2/4	1.0	strong beat	1.0	0.5
i	4d\	8F/	8A/	8A/	1.5	M2/4	2.0	off beat	0.0	0.0
viio	8c#\L	8E/L	8e/L	8g/L	2	M2/4	4.0	weak beat	1.0	0.0
i	8d\J	8D/J	8f/J	8f/J	2.5	M2/4	3.0	off beat	1.0	0.0
viioD7d	8B-\L	8G/L	8c#/L	8e/L	1	M2/4	4.0	strong beat	1.0	0.0
ic	8A\J	8F/J	8d/J	8d/J	1.5	M2/4	3.0	off beat	1.0	0.5
V	24AA\LL	8r	8r	8r	2	M2/4	1.0	weak beat	1.0	0.0
V	24C#\	8r	8r	8r	2.16667	M2/4	1.0	off beat	0.0	0.0
V	24E'\	8r	8r	8r	2.33333	M2/4	1.0	off beat	0.0	0.0
V7	24A\	8G/	[8A/	8c#/	2.5	M2/4	3.0	off beat	1.0	1.0
V7	24c#\	8G/	[8A/	8c#/	2.66667	M2/4	0.0	off beat	0.0	0.8571428571428571
V7	24e'\JJ	8G/	[8A/	8c#/	2.83333	M2/4	1.0	off beat	0.0	0.2857142857142857
VI	8.d\L	8F/L	8A/]	4d/	1	M2/4	2.0	strong beat	1.0	0.4
VI	8.d\L	8B-/J	4d/	4d/	1.5	M2/4	1.0	off beat	0.0	0.8
VI	32e\LL	8B-/J	4d/	4d/	1.75	M2/4	1.0	off beat	0.0	0.6666666666666666
VI	32f\JJJ	8B-/J	4d/	4d/	1.875	M2/4	1.0	off beat	0.0	0.3333333333333333
viioc	16g\LL	8G/L	4d/	4e/	2	M2/4	3.0	weak beat	1.0	1.0
viioc	16g\	8G/L	4d/	4e/	2.25	M2/4	0.0	off beat	0.0	0.2857142857142857
viioc	16f\	8A/J	8c#/	4e/	2.5	M2/4	3.0	off beat	0.0	0.8571428571428571
viioc	16e\JJ	8A/J	8c#/	4e/	2.75	M2/4	0.0	off beat	0.0	0.0
ib	32f\LLL	8r	8d'/	8f'/	1	M2/4	2.0	strong beat	1.0	0.8
ib	32e\	8r	8d'/	8f'/	1.125	M2/4	1.0	off beat	0.0	0.8
ib	32d\	8r	8d'/	8f'/	1.25	M2/4	0.0	off beat	0.0	0.8
ib	32e\JJ	8r	8d'/	8f'/	1.375	M2/4	1.0	off beat	0.0	0.5
ib	8d'\J	8d\	8r	8r	1.5	M2/4	0.0	off beat	0.0	1.0
ib	8r	8D'/	4r	4r	2	M2/4	1.0	weak beat	0.0	0.0
V	8A\	8r	4r	4r	2.5	M2/4	1.0	off beat	1.0	0.0
i	4d\	8r	8r	8r	1	M2/4	1.0	strong beat	1.0	0.5
i	4d\	8F/	8A/	8A/	1.5	M2/4	2.0	off beat	0.0	0.0
viiob	8e\L	8E/L	8c#/L	8g/L	2	M2/4	4.0	weak beat	1.0	0.0
i	16.f\L	8D/J	8d/J	8f/J	2.5	M2/4	3.0	off beat	1.0	0.8
i	32A\JJk	8D/J	8d/J	8f/J	2.875	M2/4	1.0	off beat	0.0	0.5714285714285714
ivm7	8B-\L	4G/	4d/	4f/	1	M2/4	2.0	strong beat	1.0	0.8571428571428571
ivm7	[8g\J	4G/	4d/	4f/	1.5	M2/4	1.0	off beat	0.0	0.2857142857142857
V7/III	24g\LL]	4C/	8.B-/L	8e/L	2	M2/4	3.0	weak beat	1.0	0.75
V7/III	24f\	4C/	8.B-/L	8e/L	2.16667	M2/4	1.0	off beat	0.0	0.8571428571428571
V7/III	24e\	4C/	8.B-/L	8e/L	2.33333	M2/4	0.0	off beat	0.0	0.5714285714285714
V7/III	24d\	4C/	8.B-/L	8g/J	2.5	M2/4	2.0	off beat	0.0	0.8571428571428571
V7/III	24c'\	4C/	8.B-/L	8g/J	2.66667	M2/4	1.0	off beat	0.0	0.8
V7/III	24c'\	4C/	16G/Jk	8g/J	2.75	M2/4	1.0	off beat	0.0	0.8
V7/III	24B-'\JJ	4C/	16G/Jk	8g/J	2.83333	M2/4	1.0	off beat	0.0	0.3333333333333333
IIIb	24A\LL	8F/L	8A/L	8c/L	1	M2/4	3.0	strong beat	1.0	0.8571428571428571
IIIb	24B-\	8F/L	8A/L	8c/L	1.16667	M2/4	1.0	off beat	0.0	0.8571428571428571
IIIb	24c\	8F/L	8A/L	8c/L	1.33333	M2/4	0.0	off beat	0.0	0.0
ivc	24D\	8B-/J	8d/J	16.d/L	1.5	M2/4	3.0	off beat	1.0	1.0
ivc	24B-\	8B-/J	8d/J	16.d/L	1.66667	M2/4	0.0	off beat	0.0	0.8
ivc	24G'\JJ	8B-/J	8d/J	16.d/L	1.83333	M2/4	1.0	off beat	0.0	1.0
ivc	24G'\JJ	8B-/J	8d/J	32b-/JJk	1.875	M2/4	1.0	off beat	0.0	0.0
III	24F/LL	8c/L	8c/L	8a/L	2	M2/4	3.0	weak beat	1.0	0.8
III	24C/	8c/L	8c/L	8a/L	2.16667	M2/4	1.0	off beat	0.0	1.0
III	24AA/	8c/L	8c/L	8a/L	2.33333	M2/4	1.0	off beat	0.0	0.4
V7/III	24CC/	8C/J	8B-/J	8g/J	2.5	M2/4	4.0	off beat	1.0	0.8571428571428571
V7/III	24F/	8C/J	8B-/J	8g/J	2.66667	M2/4	1.0	off beat	0.0	0.75
V7/III	24E/JJ	8C/J	8B-/J	8g/J	2.83333	M2/4	1.0	off beat	0.0	0.0
III	24FF'/LL	4F/	4A/	4f/	1	M2/4	4.0	strong beat	1.0	1.0
III	24AA/	4F/	4A/	4f/	1.16667	M2/4	1.0	off beat	0.0	0.8
III	24C/	4F/	4A/	4f/	1.33333	M2/4	1.0	off beat	0.0	0.8
III	24F/	4F/	4A/	4f/	1.5	M2/4	0.0	off beat	0.0	0.8
III	24C'/	4F/	4A/	4f/	1.66667	M2/4	1.0	off beat	0.0	0.8
III	24AA'/JJ	4F/	4A/	4f/	1.83333	M2/4	1.0	off beat	0.0	0.6666666666666666
III	8FF/	8r	8r	8r	2	M2/4	1.0	weak beat	0.0	0.0
III	8A\	8r	8r	8r	2.5	M2/4	1.0	off beat	0.0	0.0
viioc/iv	4c\	8r	8r	4r	1	M2/4	1.0	strong beat	1.0	0.5
viioc/iv	4c\	8F#/	8A/	4r	1.5	M2/4	2.0	off beat	0.0	0.0
ivb	8B-\L	8G/L	8B-/L	8r	2	M2/4	2.0	weak beat	1.0	0.0
viioD7/iv	8F#\J	8A/J	8c/J	16e-/LL	2.5	M2/4	4.0	off beat	1.0	0.8571428571428571
viioD7/iv	8F#\J	8A/J	8c/J	16c/JJ	2.75	M2/4	0.0	off beat	0.0	0.0
iv	16G\LL	4G/	4B-/	4B-/	1	M2/4	2.0	strong beat	1.0	0.8
iv	32A\L	4G/	4B-/	4B-/	1.25	M2/4	1.0	off beat	0.0	0.8
iv	32B-\	4G/	4B-/	4B-/	1.375	M2/4	0.0	off beat	0.0	0.8
iv	32c\	4G/	4B-/	4B-/	1.5	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	32d\	4G/	4B-/	4B-/	1.625	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	32e\	4G/	4B-/	4B-/	1.75	M2/4	1.0	off beat	0.0	0.6666666666666666
iv	32f#\JJJ	4G/	4B-/	4B-/	1.875	M2/4	1.0	off beat	0.0	0.5
iv	8g\L	4r	4r	4r	2	M2/4	1.0	weak beat	0.0	0.0
iv	8a\J	4r	4r	4r	2.5	M2/4	1.0	off beat	0.0	0.0
iioc	4b-\	8r	8r	8r	1	M2/4	1.0	strong beat	1.0	0.5
iioc	4b-\	8G'/	8B-'/	8e'/	1.5	M2/4	3.0	off beat	0.0	0.8571428571428571
iioc	16a\LL	8G'/L	8B-'/L	8e'/L	2	M2/4	1.0	weak beat	0.0	0.8571428571428571
iioc	16g\	8G'/L	8B-'/L	8e'/L	2.25	M2/4	1.0	off beat	0.0	0.8571428571428571
iioc	16f\	8G'/J	8B-'/J	8e'/J	2.5	M2/4	1.0	off beat	0.0	0.8571428571428571
iioc	16e\JJ	8G'/J	8B-'/J	8e'/J	2.75	M2/4	0.0	off beat	0.0	0.0
